txName: T2tt
constraint: [[['t']],[['t']]]
condition: None
conditionDescription: None
susyProcess: pp --> stop stop, stop  --> top lsp
figureUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.png
dataUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.root
source: CMS
validated: True
axes: [[x, y], [x, y]]
upperLimits: [[[[2.1250E+02*GeV,0.0000E+00*GeV],[2.1250E+02*GeV,0.0000E+00*GeV]],2.7152E+02*pb],
[[[8.1250E+02*GeV,4.7500E+02*GeV],[8.1250E+02*GeV,4.7500E+02*GeV]],3.2932E-02*pb],
[[[8.1250E+02*GeV,4.8750E+02*GeV],[8.1250E+02*GeV,4.8750E+02*GeV]],3.8080E-02*pb],
[[[8.1250E+02*GeV,5.0000E+02*GeV],[8.1250E+02*GeV,5.0000E+02*GeV]],4.3218E-02*pb],
[[[8.1250E+02*GeV,5.1250E+02*GeV],[8.1250E+02*GeV,5.1250E+02*GeV]],4.8637E-02*pb],
[[[8.1250E+02*GeV,5.2500E+02*GeV],[8.1250E+02*GeV,5.2500E+02*GeV]],5.8772E-02*pb],
[[[8.1250E+02*GeV,5.3750E+02*GeV],[8.1250E+02*GeV,5.3750E+02*GeV]],6.6599E-02*pb],
[[[8.1250E+02*GeV,5.5000E+02*GeV],[8.1250E+02*GeV,5.5000E+02*GeV]],7.3447E-02*pb],
[[[8.1250E+02*GeV,5.6250E+02*GeV],[8.1250E+02*GeV,5.6250E+02*GeV]],8.3365E-02*pb],
[[[8.1250E+02*GeV,5.7500E+02*GeV],[8.1250E+02*GeV,5.7500E+02*GeV]],1.0509E-01*pb],
[[[8.1250E+02*GeV,5.8750E+02*GeV],[8.1250E+02*GeV,5.8750E+02*GeV]],1.2267E-01*pb],
[[[8.1250E+02*GeV,6.0000E+02*GeV],[8.1250E+02*GeV,6.0000E+02*GeV]],1.3223E-01*pb],
[[[8.1250E+02*GeV,6.1250E+02*GeV],[8.1250E+02*GeV,6.1250E+02*GeV]],1.5117E-01*pb],
[[[8.1250E+02*GeV,6.2500E+02*GeV],[8.1250E+02*GeV,6.2500E+02*GeV]],1.6248E-01*pb],
[[[8.1250E+02*GeV,6.3750E+02*GeV],[8.1250E+02*GeV,6.3750E+02*GeV]],1.7250E-01*pb],
[[[8.2500E+02*GeV,0.0000E+00*GeV],[8.2500E+02*GeV,0.0000E+00*GeV]],5.2089E-03*pb],
[[[8.2500E+02*GeV,1.2500E+01*GeV],[8.2500E+02*GeV,1.2500E+01*GeV]],5.2202E-03*pb],
[[[8.2500E+02*GeV,2.5000E+01*GeV],[8.2500E+02*GeV,2.5000E+01*GeV]],5.2462E-03*pb],
[[[8.2500E+02*GeV,3.7500E+01*GeV],[8.2500E+02*GeV,3.7500E+01*GeV]],5.4230E-03*pb],
[[[8.2500E+02*GeV,5.0000E+01*GeV],[8.2500E+02*GeV,5.0000E+01*GeV]],5.5675E-03*pb],
[[[8.2500E+02*GeV,6.2500E+01*GeV],[8.2500E+02*GeV,6.2500E+01*GeV]],5.6479E-03*pb],
[[[8.2500E+02*GeV,7.5000E+01*GeV],[8.2500E+02*GeV,7.5000E+01*GeV]],5.6873E-03*pb],
[[[8.2500E+02*GeV,8.7500E+01*GeV],[8.2500E+02*GeV,8.7500E+01*GeV]],5.6946E-03*pb],
[[[8.2500E+02*GeV,1.0000E+02*GeV],[8.2500E+02*GeV,1.0000E+02*GeV]],5.7010E-03*pb],
[[[8.2500E+02*GeV,1.1250E+02*GeV],[8.2500E+02*GeV,1.1250E+02*GeV]],5.7286E-03*pb],
[[[8.2500E+02*GeV,1.2500E+02*GeV],[8.2500E+02*GeV,1.2500E+02*GeV]],5.7423E-03*pb],
[[[8.2500E+02*GeV,1.3750E+02*GeV],[8.2500E+02*GeV,1.3750E+02*GeV]],5.8703E-03*pb],
[[[8.2500E+02*GeV,1.5000E+02*GeV],[8.2500E+02*GeV,1.5000E+02*GeV]],6.0097E-03*pb],
[[[8.2500E+02*GeV,1.6250E+02*GeV],[8.2500E+02*GeV,1.6250E+02*GeV]],6.1492E-03*pb],
[[[8.2500E+02*GeV,1.7500E+02*GeV],[8.2500E+02*GeV,1.7500E+02*GeV]],6.2593E-03*pb],
[[[8.2500E+02*GeV,1.8750E+02*GeV],[8.2500E+02*GeV,1.8750E+02*GeV]],6.3590E-03*pb],
[[[8.2500E+02*GeV,2.0000E+02*GeV],[8.2500E+02*GeV,2.0000E+02*GeV]],6.4746E-03*pb],
[[[8.2500E+02*GeV,2.1250E+02*GeV],[8.2500E+02*GeV,2.1250E+02*GeV]],6.6580E-03*pb],
[[[8.2500E+02*GeV,2.2500E+02*GeV],[8.2500E+02*GeV,2.2500E+02*GeV]],6.8428E-03*pb],
[[[8.2500E+02*GeV,2.3750E+02*GeV],[8.2500E+02*GeV,2.3750E+02*GeV]],7.1461E-03*pb],
[[[8.2500E+02*GeV,2.5000E+02*GeV],[8.2500E+02*GeV,2.5000E+02*GeV]],7.3985E-03*pb],
[[[8.2500E+02*GeV,2.6250E+02*GeV],[8.2500E+02*GeV,2.6250E+02*GeV]],7.7167E-03*pb],
[[[8.2500E+02*GeV,2.7500E+02*GeV],[8.2500E+02*GeV,2.7500E+02*GeV]],8.0710E-03*pb],
[[[8.2500E+02*GeV,2.8750E+02*GeV],[8.2500E+02*GeV,2.8750E+02*GeV]],8.5581E-03*pb],
[[[8.2500E+02*GeV,3.0000E+02*GeV],[8.2500E+02*GeV,3.0000E+02*GeV]],8.9754E-03*pb],
[[[8.2500E+02*GeV,3.1250E+02*GeV],[8.2500E+02*GeV,3.1250E+02*GeV]],9.3425E-03*pb],
[[[8.2500E+02*GeV,3.2500E+02*GeV],[8.2500E+02*GeV,3.2500E+02*GeV]],9.6965E-03*pb],
[[[8.2500E+02*GeV,3.3750E+02*GeV],[8.2500E+02*GeV,3.3750E+02*GeV]],1.0222E-02*pb],
[[[8.2500E+02*GeV,3.5000E+02*GeV],[8.2500E+02*GeV,3.5000E+02*GeV]],1.0718E-02*pb],
[[[8.2500E+02*GeV,3.6250E+02*GeV],[8.2500E+02*GeV,3.6250E+02*GeV]],1.1278E-02*pb],
[[[8.2500E+02*GeV,3.7500E+02*GeV],[8.2500E+02*GeV,3.7500E+02*GeV]],1.1873E-02*pb],
[[[8.2500E+02*GeV,3.8750E+02*GeV],[8.2500E+02*GeV,3.8750E+02*GeV]],1.3198E-02*pb],
[[[8.2500E+02*GeV,4.0000E+02*GeV],[8.2500E+02*GeV,4.0000E+02*GeV]],1.4421E-02*pb],
[[[8.2500E+02*GeV,4.1250E+02*GeV],[8.2500E+02*GeV,4.1250E+02*GeV]],1.5483E-02*pb],
[[[8.2500E+02*GeV,4.2500E+02*GeV],[8.2500E+02*GeV,4.2500E+02*GeV]],1.6418E-02*pb],
[[[8.2500E+02*GeV,4.3750E+02*GeV],[8.2500E+02*GeV,4.3750E+02*GeV]],1.9135E-02*pb],
[[[8.2500E+02*GeV,4.5000E+02*GeV],[8.2500E+02*GeV,4.5000E+02*GeV]],2.1836E-02*pb],
[[[8.2500E+02*GeV,4.6250E+02*GeV],[8.2500E+02*GeV,4.6250E+02*GeV]],2.4753E-02*pb],
[[[8.2500E+02*GeV,4.7500E+02*GeV],[8.2500E+02*GeV,4.7500E+02*GeV]],2.7740E-02*pb],
[[[8.2500E+02*GeV,4.8750E+02*GeV],[8.2500E+02*GeV,4.8750E+02*GeV]],3.2888E-02*pb],
[[[8.2500E+02*GeV,5.0000E+02*GeV],[8.2500E+02*GeV,5.0000E+02*GeV]],3.8123E-02*pb],
[[[8.2500E+02*GeV,5.1250E+02*GeV],[8.2500E+02*GeV,5.1250E+02*GeV]],4.3369E-02*pb],
[[[8.2500E+02*GeV,5.2500E+02*GeV],[8.2500E+02*GeV,5.2500E+02*GeV]],4.9239E-02*pb],
[[[8.2500E+02*GeV,5.3750E+02*GeV],[8.2500E+02*GeV,5.3750E+02*GeV]],5.6408E-02*pb],
[[[8.2500E+02*GeV,5.5000E+02*GeV],[8.2500E+02*GeV,5.5000E+02*GeV]],6.2585E-02*pb],
[[[8.2500E+02*GeV,5.6250E+02*GeV],[8.2500E+02*GeV,5.6250E+02*GeV]],7.3646E-02*pb],
[[[8.2500E+02*GeV,5.7500E+02*GeV],[8.2500E+02*GeV,5.7500E+02*GeV]],8.5492E-02*pb],
[[[8.2500E+02*GeV,5.8750E+02*GeV],[8.2500E+02*GeV,5.8750E+02*GeV]],1.0249E-01*pb],
[[[8.2500E+02*GeV,6.0000E+02*GeV],[8.2500E+02*GeV,6.0000E+02*GeV]],1.1652E-01*pb],
[[[8.2500E+02*GeV,6.1250E+02*GeV],[8.2500E+02*GeV,6.1250E+02*GeV]],1.3565E-01*pb],
[[[8.2500E+02*GeV,6.2500E+02*GeV],[8.2500E+02*GeV,6.2500E+02*GeV]],1.6377E-01*pb],
[[[8.2500E+02*GeV,6.3750E+02*GeV],[8.2500E+02*GeV,6.3750E+02*GeV]],1.6699E-01*pb],
[[[8.2500E+02*GeV,6.5000E+02*GeV],[8.2500E+02*GeV,6.5000E+02*GeV]],1.8253E-01*pb],
[[[8.3750E+02*GeV,0.0000E+00*GeV],[8.3750E+02*GeV,0.0000E+00*GeV]],5.0787E-03*pb],
[[[8.3750E+02*GeV,1.2500E+01*GeV],[8.3750E+02*GeV,1.2500E+01*GeV]],5.0841E-03*pb],
[[[8.3750E+02*GeV,2.5000E+01*GeV],[8.3750E+02*GeV,2.5000E+01*GeV]],5.1100E-03*pb],
[[[8.3750E+02*GeV,3.7500E+01*GeV],[8.3750E+02*GeV,3.7500E+01*GeV]],5.1506E-03*pb],
[[[8.3750E+02*GeV,5.0000E+01*GeV],[8.3750E+02*GeV,5.0000E+01*GeV]],5.2813E-03*pb],
[[[8.3750E+02*GeV,6.2500E+01*GeV],[8.3750E+02*GeV,6.2500E+01*GeV]],5.3521E-03*pb],
[[[8.3750E+02*GeV,7.5000E+01*GeV],[8.3750E+02*GeV,7.5000E+01*GeV]],5.3916E-03*pb],
[[[8.3750E+02*GeV,8.7500E+01*GeV],[8.3750E+02*GeV,8.7500E+01*GeV]],5.3901E-03*pb],
[[[8.3750E+02*GeV,1.0000E+02*GeV],[8.3750E+02*GeV,1.0000E+02*GeV]],5.4108E-03*pb],
[[[8.3750E+02*GeV,1.1250E+02*GeV],[8.3750E+02*GeV,1.1250E+02*GeV]],5.4592E-03*pb],
[[[8.3750E+02*GeV,1.2500E+02*GeV],[8.3750E+02*GeV,1.2500E+02*GeV]],5.4729E-03*pb],
[[[8.3750E+02*GeV,1.3750E+02*GeV],[8.3750E+02*GeV,1.3750E+02*GeV]],5.4726E-03*pb],
[[[8.3750E+02*GeV,1.5000E+02*GeV],[8.3750E+02*GeV,1.5000E+02*GeV]],5.6165E-03*pb],
[[[8.3750E+02*GeV,1.6250E+02*GeV],[8.3750E+02*GeV,1.6250E+02*GeV]],5.7810E-03*pb],
[[[8.3750E+02*GeV,1.7500E+02*GeV],[8.3750E+02*GeV,1.7500E+02*GeV]],5.8911E-03*pb],
[[[8.3750E+02*GeV,1.8750E+02*GeV],[8.3750E+02*GeV,1.8750E+02*GeV]],5.9720E-03*pb],
[[[8.3750E+02*GeV,2.0000E+02*GeV],[8.3750E+02*GeV,2.0000E+02*GeV]],6.1172E-03*pb],
[[[8.3750E+02*GeV,2.1250E+02*GeV],[8.3750E+02*GeV,2.1250E+02*GeV]],6.3375E-03*pb],
[[[8.3750E+02*GeV,2.2500E+02*GeV],[8.3750E+02*GeV,2.2500E+02*GeV]],6.5222E-03*pb],
[[[8.3750E+02*GeV,2.3750E+02*GeV],[8.3750E+02*GeV,2.3750E+02*GeV]],6.7083E-03*pb],
[[[8.3750E+02*GeV,2.5000E+02*GeV],[8.3750E+02*GeV,2.5000E+02*GeV]],6.9973E-03*pb],
[[[8.3750E+02*GeV,2.6250E+02*GeV],[8.3750E+02*GeV,2.6250E+02*GeV]],7.3087E-03*pb],
[[[8.3750E+02*GeV,2.7500E+02*GeV],[8.3750E+02*GeV,2.7500E+02*GeV]],7.6630E-03*pb],
[[[8.3750E+02*GeV,2.8750E+02*GeV],[8.3750E+02*GeV,2.8750E+02*GeV]],8.0534E-03*pb],
[[[8.3750E+02*GeV,3.0000E+02*GeV],[8.3750E+02*GeV,3.0000E+02*GeV]],8.4664E-03*pb],
[[[8.3750E+02*GeV,3.1250E+02*GeV],[8.3750E+02*GeV,3.1250E+02*GeV]],8.8010E-03*pb],
[[[8.3750E+02*GeV,3.2500E+02*GeV],[8.3750E+02*GeV,3.2500E+02*GeV]],9.1549E-03*pb],
[[[8.3750E+02*GeV,3.3750E+02*GeV],[8.3750E+02*GeV,3.3750E+02*GeV]],9.4956E-03*pb],
[[[8.3750E+02*GeV,3.5000E+02*GeV],[8.3750E+02*GeV,3.5000E+02*GeV]],1.0022E-02*pb],
[[[8.3750E+02*GeV,3.6250E+02*GeV],[8.3750E+02*GeV,3.6250E+02*GeV]],1.0580E-02*pb],
[[[8.3750E+02*GeV,3.7500E+02*GeV],[8.3750E+02*GeV,3.7500E+02*GeV]],1.1176E-02*pb],
[[[8.3750E+02*GeV,3.8750E+02*GeV],[8.3750E+02*GeV,3.8750E+02*GeV]],1.1806E-02*pb],
[[[8.3750E+02*GeV,4.0000E+02*GeV],[8.3750E+02*GeV,4.0000E+02*GeV]],1.3006E-02*pb],
[[[8.3750E+02*GeV,4.1250E+02*GeV],[8.3750E+02*GeV,4.1250E+02*GeV]],1.4057E-02*pb],
[[[8.3750E+02*GeV,4.2500E+02*GeV],[8.3750E+02*GeV,4.2500E+02*GeV]],1.4992E-02*pb],
[[[8.3750E+02*GeV,4.3750E+02*GeV],[8.3750E+02*GeV,4.3750E+02*GeV]],1.5801E-02*pb],
[[[8.3750E+02*GeV,4.5000E+02*GeV],[8.3750E+02*GeV,4.5000E+02*GeV]],1.8596E-02*pb],
[[[8.3750E+02*GeV,4.6250E+02*GeV],[8.3750E+02*GeV,4.6250E+02*GeV]],2.1564E-02*pb],
[[[8.3750E+02*GeV,4.7500E+02*GeV],[8.3750E+02*GeV,4.7500E+02*GeV]],2.4552E-02*pb],
[[[8.3750E+02*GeV,4.8750E+02*GeV],[8.3750E+02*GeV,4.8750E+02*GeV]],2.7610E-02*pb],
[[[8.3750E+02*GeV,5.0000E+02*GeV],[8.3750E+02*GeV,5.0000E+02*GeV]],3.2672E-02*pb],
[[[8.3750E+02*GeV,5.1250E+02*GeV],[8.3750E+02*GeV,5.1250E+02*GeV]],3.7476E-02*pb],
[[[8.3750E+02*GeV,5.2500E+02*GeV],[8.3750E+02*GeV,5.2500E+02*GeV]],4.2689E-02*pb],
[[[8.3750E+02*GeV,5.3750E+02*GeV],[8.3750E+02*GeV,5.3750E+02*GeV]],4.7210E-02*pb],
[[[8.3750E+02*GeV,5.5000E+02*GeV],[8.3750E+02*GeV,5.5000E+02*GeV]],5.4529E-02*pb],
[[[8.3750E+02*GeV,5.6250E+02*GeV],[8.3750E+02*GeV,5.6250E+02*GeV]],6.3142E-02*pb],
[[[8.3750E+02*GeV,5.7500E+02*GeV],[8.3750E+02*GeV,5.7500E+02*GeV]],7.4398E-02*pb],
[[[8.3750E+02*GeV,5.8750E+02*GeV],[8.3750E+02*GeV,5.8750E+02*GeV]],8.5261E-02*pb],
[[[8.3750E+02*GeV,6.0000E+02*GeV],[8.3750E+02*GeV,6.0000E+02*GeV]],9.9487E-02*pb],
[[[8.3750E+02*GeV,6.1250E+02*GeV],[8.3750E+02*GeV,6.1250E+02*GeV]],1.1114E-01*pb],
[[[8.3750E+02*GeV,6.2500E+02*GeV],[8.3750E+02*GeV,6.2500E+02*GeV]],1.3246E-01*pb],
[[[8.3750E+02*GeV,6.3750E+02*GeV],[8.3750E+02*GeV,6.3750E+02*GeV]],1.4914E-01*pb],
[[[8.3750E+02*GeV,6.5000E+02*GeV],[8.3750E+02*GeV,6.5000E+02*GeV]],1.5539E-01*pb],
[[[8.5000E+02*GeV,0.0000E+00*GeV],[8.5000E+02*GeV,0.0000E+00*GeV]],4.9432E-03*pb],
[[[8.5000E+02*GeV,1.2500E+01*GeV],[8.5000E+02*GeV,1.2500E+01*GeV]],4.9386E-03*pb],
[[[8.5000E+02*GeV,2.5000E+01*GeV],[8.5000E+02*GeV,2.5000E+01*GeV]],4.9592E-03*pb],
[[[8.5000E+02*GeV,3.7500E+01*GeV],[8.5000E+02*GeV,3.7500E+01*GeV]],4.9924E-03*pb],
[[[8.5000E+02*GeV,5.0000E+01*GeV],[8.5000E+02*GeV,5.0000E+01*GeV]],5.0551E-03*pb],
[[[8.5000E+02*GeV,6.2500E+01*GeV],[8.5000E+02*GeV,6.2500E+01*GeV]],5.1068E-03*pb],
[[[8.5000E+02*GeV,7.5000E+01*GeV],[8.5000E+02*GeV,7.5000E+01*GeV]],5.1367E-03*pb],
[[[8.5000E+02*GeV,8.7500E+01*GeV],[8.5000E+02*GeV,8.7500E+01*GeV]],5.1409E-03*pb],
[[[8.5000E+02*GeV,1.0000E+02*GeV],[8.5000E+02*GeV,1.0000E+02*GeV]],5.0930E-03*pb],
[[[8.5000E+02*GeV,1.1250E+02*GeV],[8.5000E+02*GeV,1.1250E+02*GeV]],5.1829E-03*pb],
[[[8.5000E+02*GeV,1.2500E+02*GeV],[8.5000E+02*GeV,1.2500E+02*GeV]],5.2173E-03*pb],
[[[8.5000E+02*GeV,1.3750E+02*GeV],[8.5000E+02*GeV,1.3750E+02*GeV]],5.2399E-03*pb],
[[[8.5000E+02*GeV,1.5000E+02*GeV],[8.5000E+02*GeV,1.5000E+02*GeV]],5.2030E-03*pb],
[[[8.5000E+02*GeV,1.6250E+02*GeV],[8.5000E+02*GeV,1.6250E+02*GeV]],5.4172E-03*pb],
[[[8.5000E+02*GeV,1.7500E+02*GeV],[8.5000E+02*GeV,1.7500E+02*GeV]],5.5522E-03*pb],
[[[8.5000E+02*GeV,1.8750E+02*GeV],[8.5000E+02*GeV,1.8750E+02*GeV]],5.6640E-03*pb],
[[[8.5000E+02*GeV,2.0000E+02*GeV],[8.5000E+02*GeV,2.0000E+02*GeV]],5.6846E-03*pb],
[[[8.5000E+02*GeV,2.1250E+02*GeV],[8.5000E+02*GeV,2.1250E+02*GeV]],5.9786E-03*pb],
[[[8.5000E+02*GeV,2.2500E+02*GeV],[8.5000E+02*GeV,2.2500E+02*GeV]],6.2003E-03*pb],
[[[8.5000E+02*GeV,2.3750E+02*GeV],[8.5000E+02*GeV,2.3750E+02*GeV]],6.4014E-03*pb],
[[[8.5000E+02*GeV,2.5000E+02*GeV],[8.5000E+02*GeV,2.5000E+02*GeV]],6.5738E-03*pb],
[[[8.5000E+02*GeV,2.6250E+02*GeV],[8.5000E+02*GeV,2.6250E+02*GeV]],6.8714E-03*pb],
[[[8.5000E+02*GeV,2.7500E+02*GeV],[8.5000E+02*GeV,2.7500E+02*GeV]],7.2189E-03*pb],
[[[8.5000E+02*GeV,2.8750E+02*GeV],[8.5000E+02*GeV,2.8750E+02*GeV]],7.5895E-03*pb],
[[[8.5000E+02*GeV,3.0000E+02*GeV],[8.5000E+02*GeV,3.0000E+02*GeV]],8.0358E-03*pb],
[[[8.5000E+02*GeV,3.1250E+02*GeV],[8.5000E+02*GeV,3.1250E+02*GeV]],8.3052E-03*pb],
[[[8.5000E+02*GeV,3.2500E+02*GeV],[8.5000E+02*GeV,3.2500E+02*GeV]],8.6266E-03*pb],
[[[8.5000E+02*GeV,3.3750E+02*GeV],[8.5000E+02*GeV,3.3750E+02*GeV]],8.9501E-03*pb],
[[[8.5000E+02*GeV,3.5000E+02*GeV],[8.5000E+02*GeV,3.5000E+02*GeV]],9.2948E-03*pb],
[[[8.5000E+02*GeV,3.6250E+02*GeV],[8.5000E+02*GeV,3.6250E+02*GeV]],9.8494E-03*pb],
[[[8.5000E+02*GeV,3.7500E+02*GeV],[8.5000E+02*GeV,3.7500E+02*GeV]],1.0443E-02*pb],
[[[8.5000E+02*GeV,3.8750E+02*GeV],[8.5000E+02*GeV,3.8750E+02*GeV]],1.1067E-02*pb],
[[[8.5000E+02*GeV,4.0000E+02*GeV],[8.5000E+02*GeV,4.0000E+02*GeV]],1.1739E-02*pb],
[[[8.5000E+02*GeV,4.1250E+02*GeV],[8.5000E+02*GeV,4.1250E+02*GeV]],1.2769E-02*pb],
[[[8.5000E+02*GeV,4.2500E+02*GeV],[8.5000E+02*GeV,4.2500E+02*GeV]],1.3694E-02*pb],
[[[8.5000E+02*GeV,4.3750E+02*GeV],[8.5000E+02*GeV,4.3750E+02*GeV]],1.4522E-02*pb],
[[[8.5000E+02*GeV,4.5000E+02*GeV],[8.5000E+02*GeV,4.5000E+02*GeV]],1.5184E-02*pb],
[[[8.5000E+02*GeV,4.6250E+02*GeV],[8.5000E+02*GeV,4.6250E+02*GeV]],1.8254E-02*pb],
[[[8.5000E+02*GeV,4.7500E+02*GeV],[8.5000E+02*GeV,4.7500E+02*GeV]],2.1293E-02*pb],
[[[8.5000E+02*GeV,4.8750E+02*GeV],[8.5000E+02*GeV,4.8750E+02*GeV]],2.4320E-02*pb],
[[[8.5000E+02*GeV,5.0000E+02*GeV],[8.5000E+02*GeV,5.0000E+02*GeV]],2.7479E-02*pb],
[[[8.5000E+02*GeV,5.1250E+02*GeV],[8.5000E+02*GeV,5.1250E+02*GeV]],3.2059E-02*pb],
[[[8.5000E+02*GeV,5.2500E+02*GeV],[8.5000E+02*GeV,5.2500E+02*GeV]],3.6830E-02*pb],
[[[8.5000E+02*GeV,5.3750E+02*GeV],[8.5000E+02*GeV,5.3750E+02*GeV]],4.1325E-02*pb],
[[[8.5000E+02*GeV,5.5000E+02*GeV],[8.5000E+02*GeV,5.5000E+02*GeV]],4.5181E-02*pb],
[[[8.5000E+02*GeV,5.6250E+02*GeV],[8.5000E+02*GeV,5.6250E+02*GeV]],5.4573E-02*pb],
[[[8.5000E+02*GeV,5.7500E+02*GeV],[8.5000E+02*GeV,5.7500E+02*GeV]],6.3698E-02*pb],
[[[8.5000E+02*GeV,5.8750E+02*GeV],[8.5000E+02*GeV,5.8750E+02*GeV]],7.4669E-02*pb],
[[[8.5000E+02*GeV,6.0000E+02*GeV],[8.5000E+02*GeV,6.0000E+02*GeV]],8.5030E-02*pb],
[[[8.5000E+02*GeV,6.1250E+02*GeV],[8.5000E+02*GeV,6.1250E+02*GeV]],9.6215E-02*pb],
[[[8.5000E+02*GeV,6.2500E+02*GeV],[8.5000E+02*GeV,6.2500E+02*GeV]],1.0577E-01*pb],
[[[8.5000E+02*GeV,6.3750E+02*GeV],[8.5000E+02*GeV,6.3750E+02*GeV]],1.2431E-01*pb],
[[[8.5000E+02*GeV,6.5000E+02*GeV],[8.5000E+02*GeV,6.5000E+02*GeV]],1.3451E-01*pb],
[[[8.6250E+02*GeV,0.0000E+00*GeV],[8.6250E+02*GeV,0.0000E+00*GeV]],4.7735E-03*pb],
[[[8.6250E+02*GeV,1.2500E+01*GeV],[8.6250E+02*GeV,1.2500E+01*GeV]],4.7679E-03*pb],
[[[8.6250E+02*GeV,2.5000E+01*GeV],[8.6250E+02*GeV,2.5000E+01*GeV]],4.7811E-03*pb],
[[[8.6250E+02*GeV,3.7500E+01*GeV],[8.6250E+02*GeV,3.7500E+01*GeV]],4.8048E-03*pb],
[[[8.6250E+02*GeV,5.0000E+01*GeV],[8.6250E+02*GeV,5.0000E+01*GeV]],4.8484E-03*pb],
[[[8.6250E+02*GeV,6.2500E+01*GeV],[8.6250E+02*GeV,6.2500E+01*GeV]],4.8834E-03*pb],
[[[8.6250E+02*GeV,7.5000E+01*GeV],[8.6250E+02*GeV,7.5000E+01*GeV]],4.9189E-03*pb],
[[[8.6250E+02*GeV,8.7500E+01*GeV],[8.6250E+02*GeV,8.7500E+01*GeV]],4.9439E-03*pb],
[[[8.6250E+02*GeV,1.0000E+02*GeV],[8.6250E+02*GeV,1.0000E+02*GeV]],4.9375E-03*pb],
[[[8.6250E+02*GeV,1.1250E+02*GeV],[8.6250E+02*GeV,1.1250E+02*GeV]],4.9621E-03*pb],
[[[8.6250E+02*GeV,1.2500E+02*GeV],[8.6250E+02*GeV,1.2500E+02*GeV]],5.0194E-03*pb],
[[[8.6250E+02*GeV,1.3750E+02*GeV],[8.6250E+02*GeV,1.3750E+02*GeV]],5.0669E-03*pb],
[[[8.6250E+02*GeV,1.5000E+02*GeV],[8.6250E+02*GeV,1.5000E+02*GeV]],5.0797E-03*pb],
[[[8.6250E+02*GeV,1.6250E+02*GeV],[8.6250E+02*GeV,1.6250E+02*GeV]],5.1325E-03*pb],
[[[8.6250E+02*GeV,1.7500E+02*GeV],[8.6250E+02*GeV,1.7500E+02*GeV]],5.2985E-03*pb],
[[[8.6250E+02*GeV,1.8750E+02*GeV],[8.6250E+02*GeV,1.8750E+02*GeV]],5.4471E-03*pb],
[[[8.6250E+02*GeV,2.0000E+02*GeV],[8.6250E+02*GeV,2.0000E+02*GeV]],5.5415E-03*pb],
[[[8.6250E+02*GeV,2.1250E+02*GeV],[8.6250E+02*GeV,2.1250E+02*GeV]],5.6922E-03*pb],
[[[8.6250E+02*GeV,2.2500E+02*GeV],[8.6250E+02*GeV,2.2500E+02*GeV]],5.9289E-03*pb],
[[[8.6250E+02*GeV,2.3750E+02*GeV],[8.6250E+02*GeV,2.3750E+02*GeV]],6.1231E-03*pb],
[[[8.6250E+02*GeV,2.5000E+02*GeV],[8.6250E+02*GeV,2.5000E+02*GeV]],6.2818E-03*pb],
[[[8.6250E+02*GeV,2.6250E+02*GeV],[8.6250E+02*GeV,2.6250E+02*GeV]],6.3843E-03*pb],
[[[8.6250E+02*GeV,2.7500E+02*GeV],[8.6250E+02*GeV,2.7500E+02*GeV]],6.7120E-03*pb],
[[[8.6250E+02*GeV,2.8750E+02*GeV],[8.6250E+02*GeV,2.8750E+02*GeV]],7.0501E-03*pb],
[[[8.6250E+02*GeV,3.0000E+02*GeV],[8.6250E+02*GeV,3.0000E+02*GeV]],7.4312E-03*pb],
[[[8.6250E+02*GeV,3.1250E+02*GeV],[8.6250E+02*GeV,3.1250E+02*GeV]],7.7576E-03*pb],
[[[8.6250E+02*GeV,3.2500E+02*GeV],[8.6250E+02*GeV,3.2500E+02*GeV]],8.0617E-03*pb],
[[[8.6250E+02*GeV,3.3750E+02*GeV],[8.6250E+02*GeV,3.3750E+02*GeV]],8.3835E-03*pb],
[[[8.6250E+02*GeV,3.5000E+02*GeV],[8.6250E+02*GeV,3.5000E+02*GeV]],8.7245E-03*pb],
[[[8.6250E+02*GeV,3.6250E+02*GeV],[8.6250E+02*GeV,3.6250E+02*GeV]],9.0795E-03*pb],
[[[8.6250E+02*GeV,3.7500E+02*GeV],[8.6250E+02*GeV,3.7500E+02*GeV]],9.6667E-03*pb],
[[[8.6250E+02*GeV,3.8750E+02*GeV],[8.6250E+02*GeV,3.8750E+02*GeV]],1.0280E-02*pb],
[[[8.6250E+02*GeV,4.0000E+02*GeV],[8.6250E+02*GeV,4.0000E+02*GeV]],1.0931E-02*pb],
[[[8.6250E+02*GeV,4.1250E+02*GeV],[8.6250E+02*GeV,4.1250E+02*GeV]],1.1586E-02*pb],
[[[8.6250E+02*GeV,4.2500E+02*GeV],[8.6250E+02*GeV,4.2500E+02*GeV]],1.2531E-02*pb],
[[[8.6250E+02*GeV,4.3750E+02*GeV],[8.6250E+02*GeV,4.3750E+02*GeV]],1.3411E-02*pb],
[[[8.6250E+02*GeV,4.5000E+02*GeV],[8.6250E+02*GeV,4.5000E+02*GeV]],1.4175E-02*pb],
